name,xPos,xposName,Match type,access,latest,owner,statisticalSector,questionnaire,geographicCoverage,sampleSize,disaggregationAge,disaggregationLocation,sourceType,url
Computer used by: Family and Friends,3,Data Series,Broad Match,,,,,,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=2
Computer used by: managers,3,Data Series,Exact Match,,,,,,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=2
Considering changing to another bank,3,Data Series,Broad Match,,,,,,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=2
Importance of Internet usage for business activities,3,Data Series,Broad Match,,,,,,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=2
Don’t understand the fees and charges,3,Data Series,Broad Match,,,,,,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=2
Amount of annual expenditure on Hardware and Software ,3,Data Series,Broad Match,,,,,,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=2
Amount invested into ICT equipment during the last 12 months,3,Data Series,Exact Match,,,,,,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=2
Has a website,3,Data Series,,,,,,,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=2
Agents far from location ,3,Data Series,Broad Match,,,,,MODULE MM: MOBILE MONEY TRANSFERS AND BANKING TRANSACTIONS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Agents opening hours not convenient ,3,Data Series,Broad Match,,,,,MODULE MM: MOBILE MONEY TRANSFERS AND BANKING TRANSACTIONS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Amount received on average per transaction ,3,Data Series,Close Match,,,,,MODULE MM: MOBILE MONEY TRANSFERS AND BANKING TRANSACTIONS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Wage bill ,3,Data Series,Close Match,,,,,MODULE 6: FINANCIALS (Local currency),,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Amount received on average per transaction ,3,Data Series,Broad Match,,,,,MODULE MM: MOBILE MONEY TRANSFERS AND BANKING TRANSACTIONS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Average amount awed to suppliers ,3,Data Series,Broad Match,,,,,MODULE 6: FINANCIALS (Local currency),,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Net profit of business ,3,Data Series,Broad Match,,,,,MODULE 6: FINANCIALS (Local currency),,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Amount invested in ICT in last 12 months ,3,Data Series,Broad Match,,,,,MODULE 6: FINANCIALS (Local currency),,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Business manager highest level of education ,3,Data Series,Close Match,,,,,MODULE D: BUSINESS INFORMATION,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Business manager highest level of education ,3,Data Series,Narrow Match,,,,,MODULE D: BUSINESS INFORMATION,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Who manages business ,3,Data Series,Close Match,,,,,MODULE D: BUSINESS INFORMATION,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Has internet access? ,3,Data Series,Close Match,,,,,MODULE I: INTERNET ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
How business advertises ,3,Data Series,Exact Match,,,,,MODULE D: BUSINESS INFORMATION,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
How business communicates with customers ,3,Data Series,Exact Match,,,,,MODULE C: CUSTOMERS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
How business communicates with suppliers ,3,Data Series,Exact Match,,,,,MODULE S: SUPPLY CHAIN,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
How often business communicates with suppliers ,3,Data Series,Close Match,,,,,MODULE S: SUPPLY CHAIN,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Importance of using internet for business ,3,Data Series,Broad Match,,,,,MODULE I: INTERNET ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Plan to use internet in the future? ,3,Data Series,Close Match,,,,,MODULE I: INTERNET ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Plans to purchase computers in future? ,3,Data Series,Broad Match,,,,,MODULE CO: COMPUTER,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Purchased product/ services via internet? ,3,Data Series,Broad Match,,,,,MODULE I: INTERNET ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Reason business doesn't have computers ,3,Data Series,Broad Match,,,,,MODULE CO: COMPUTER,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Reason business doesn't have internet access ,3,Data Series,Broad Match,,,,,MODULE I: INTERNET ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Type of internet access ,3,Data Series,Broad Match,,,,,MODULE I: INTERNET ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
What internet is used for ,3,Data Series,Broad Match,,,,,MODULE I: INTERNET ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Who can use the internet? ,3,Data Series,Exact Match,,,,,MODULE I: INTERNET ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Amount business is willing to spend on fixed line phone ,3,Data Series,Broad Match,,,,,MODULE Fi: FIXED LINE ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Amount spent monthly on mobile phones ,3,Data Series,Close Match,,,,,MODULE M: MOBILE PHONE ACESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Bank offers mobile banking? ,3,Data Series,Broad Match,,,,,MODULE 5: BANKING,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Business information safe with mobile money services? ,3,Data Series,Broad Match,,,,,MODULE MM: MOBILE MONEY TRANSFERS AND BANKING TRANSACTIONS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
"Cost of telephone calls, fax, postage and internet ",3,Data Series,Broad Match,,,,,MODULE 6: FINANCIALS (Local currency),,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
How business communicates with customers ,3,Data Series,Broad Match,,,,,MODULE C: CUSTOMERS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
How business communicates with suppliers ,3,Data Series,Broad Match,,,,,MODULE S: SUPPLY CHAIN,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
How often business communicates with suppliers ,3,Data Series,Broad Match,,,,,MODULE S: SUPPLY CHAIN,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
How often receives payments with mobile money ,3,Data Series,Broad Match,,,,,MODULE MM: MOBILE MONEY TRANSFERS AND BANKING TRANSACTIONS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Largest amount received with mobile money ,3,Data Series,Broad Match,,,,,MODULE MM: MOBILE MONEY TRANSFERS AND BANKING TRANSACTIONS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Largest amount sent with mobile money ,3,Data Series,Broad Match,,,,,MODULE MM: MOBILE MONEY TRANSFERS AND BANKING TRANSACTIONS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Main purpose for using SMS/ texts ,3,Data Series,Broad Match,,,,,MODULE M: MOBILE PHONE ACESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Main reason for not using mobile phones ,3,Data Series,Broad Match,,,,,MODULE M: MOBILE PHONE ACESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Manager has a mobile phone? ,3,Data Series,Broad Match,,,,,MODULE M: MOBILE PHONE ACESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Number of employees with mobile phones ,3,Data Series,Close Match,,,,,MODULE M: MOBILE PHONE ACESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Number of fixed line telephone connections ,3,Data Series,Broad Match,,,,,MODULE Fi: FIXED LINE ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Panning to use mobile phones in the future? ,3,Data Series,Broad Match,,,,,MODULE M: MOBILE PHONE ACESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Period using mobile money for transactions with suppliers ,3,Data Series,Broad Match,,,,,MODULE MM: MOBILE MONEY TRANSFERS AND BANKING TRANSACTIONS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Planning to use mobile money in future? ,3,Data Series,Close Match,,,,,MODULE MM: MOBILE MONEY TRANSFERS AND BANKING TRANSACTIONS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Preferred mode of communicating with customers ,3,Data Series,Broad Match,,,,,MODULE C: CUSTOMERS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Preferred mode of communicating with suppliers ,3,Data Series,Broad Match,,,,,MODULE S: SUPPLY CHAIN,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Reason business doen't have a fixed line phone ,3,Data Series,Broad Match,,,,,MODULE Fi: FIXED LINE ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Reason business doesn't use mobile money ,3,Data Series,Broad Match,,,,,MODULE MM: MOBILE MONEY TRANSFERS AND BANKING TRANSACTIONS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Reason business started using mobile money ,3,Data Series,Broad Match,,,,,MODULE MM: MOBILE MONEY TRANSFERS AND BANKING TRANSACTIONS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Receives SMS/ text messages ,3,Data Series,Broad Match,,,,,MODULE M: MOBILE PHONE ACESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Sales increased with use of mobile money? ,3,Data Series,Broad Match,,,,,MODULE MM: MOBILE MONEY TRANSFERS AND BANKING TRANSACTIONS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Sends SMS/ text messages ,3,Data Series,Close Match,,,,,MODULE M: MOBILE PHONE ACESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Sends/ receives money via mobile money? ,3,Data Series,Broad Match,,,,,MODULE MM: MOBILE MONEY TRANSFERS AND BANKING TRANSACTIONS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Uses mobile money to pay suppliers outside city ,3,Data Series,Broad Match,,,,,MODULE MM: MOBILE MONEY TRANSFERS AND BANKING TRANSACTIONS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Uses mobile phones? ,3,Data Series,Broad Match,,,,,MODULE M: MOBILE PHONE ACESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Would be better if suppliers from other countries could be paid via mobile money? ,3,Data Series,Broad Match,,,,,MODULE MM: MOBILE MONEY TRANSFERS AND BANKING TRANSACTIONS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Amount business is willing to spend on computers ,3,Data Series,Close Match,,,,,MODULE CO: COMPUTER,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Amount business is willing to spend on internet per month ,3,Data Series,Narrow Match,,,,,MODULE I: INTERNET ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Has internet access? ,3,Data Series,Broad Match,,,,,MODULE I: INTERNET ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Importance of using computers ,3,Data Series,Broad Match,,,,,MODULE CO: COMPUTER,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Internet download speed ,3,Data Series,Broad Match,,,,,MODULE I: INTERNET ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Internet halps increase sales and customers? ,3,Data Series,Broad Match,,,,,MODULE I: INTERNET ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Internet helps business understand customers better? ,3,Data Series,Broad Match,,,,,MODULE I: INTERNET ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Internet helps keep pace with competition? ,3,Data Series,Broad Match,,,,,MODULE I: INTERNET ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Internet helps widen supplier network? ,3,Data Series,Broad Match,,,,,MODULE I: INTERNET ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Number of people that use the internet ,3,Data Series,Exact Match,,,,,MODULE I: INTERNET ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Plans to purchase computers in future? ,3,Data Series,Close Match,,,,,MODULE CO: COMPUTER,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Potential obstacles to use of internet ,3,Data Series,Exact Match,,,,,MODULE I: INTERNET ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Amount business is willing to spend on fixed line phone ,3,Data Series,Narrow Match,,,,,MODULE Fi: FIXED LINE ACCESS AND USE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Business information safe with mobile money services? ,3,Data Series,Close Match,,,,,MODULE MM: MOBILE MONEY TRANSFERS AND BANKING TRANSACTIONS,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
"Cost of rent, land taxes, mortgage payments ",3,Data Series,Narrow Match,,,,,MODULE 6: FINANCIALS (Local currency),,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Bank offers internet banking? ,3,Data Series,Exact Match,,,,,MODULE 5: BANKING,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Ever attended training to improve business skills? ,3,Data Series,Broad Match,,,,,MODULE 12: BUSINESS SKILLS TRAINING,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Major business obstacles ,3,Data Series,Exact Match,,,,,MODULE 12: BUSINESS CLIMATE,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Owner's highest level of education ,3,Data Series,Broad Match,,,,,MODULE D: BUSINESS INFORMATION,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Who organised training ,3,Data Series,Broad Match,,,,,MODULE 12: BUSINESS SKILLS TRAINING,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Premises have electricity? ,3,Data Series,Broad Match,,,,,MODULE D: BUSINESS INFORMATION,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Water/ electricity costs ,3,Data Series,Broad Match,,,,,MODULE 6: FINANCIALS (Local currency),,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
Bank branch is too far? ,3,Data Series,Exact Match,,,,,MODULE 5: BANKING,,,None,Urban/Rural,,http://www.researchictafrica.net/ict_surveys.php?h=3
